track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TROUQMO128F426D1AE,From a Distance,Phaeleh,https://p.scdn.co/mp3-preview/2054cabb56db9b4f0aab95f98be70de22ccb2e2a?cid=774b29d4f13844c495f206cafdad9c86,4EmcD9rqXWOdJM8L1QBxMO,ambient,,2011,314388,0.61,0.387,8,-6.231,1,0.0278,0.0957,0.741,0.144,0.0454,140.057,4
TRMILLZ128F92E3905,I'll Have to Say I Love You in a Song,Jim Croce,https://p.scdn.co/mp3-preview/795083caf5b47d55ebf74f81512ad525dbfb779b?cid=774b29d4f13844c495f206cafdad9c86,1nC1foH67qUnlp37eTt3vB,"folk, singer_songwriter, 70s, oldies",,2013,149880,0.538,0.478,9,-14.219,1,0.0277,0.82,0.0071,0.124,0.758,133.776,4
TRRHVKZ12903CDEBA9,Real,Years & Years,https://p.scdn.co/mp3-preview/359f206c62eafa82a9c83f1eb0239a2af9739a9d?cid=774b29d4f13844c495f206cafdad9c86,0A2d4khGCCkWJS0SAZNxoP,"electronic, dance, british, chillout, downtempo, synthpop",,2015,250346,0.74,0.593,0,-7.891,1,0.0484,0.00332,8.27e-06,0.104,0.574,113.983,4
TRAVPZE128F146503D,Iron Swallow,Jonny Greenwood,https://p.scdn.co/mp3-preview/a107b87fcf00521304e4f8fa77ea96c325eb69b5?cid=774b29d4f13844c495f206cafdad9c86,16ActHeFHLQ5Vh1qoWrmzZ,"experimental, instrumental, classical",Electronic,2003,129626,0.238,0.171,11,-15.422,1,0.0415,0.311,0.0494,0.326,0.0638,85.938,3
TRHBKYF128F93092AA,When I Paint My Masterpiece,The Band,https://p.scdn.co/mp3-preview/2bcb80be8e57c90170f76763e33dacf66923fd49?cid=774b29d4f13844c495f206cafdad9c86,0Cx0n87s1K6PPTbNOlWPaF,"rock, classic_rock, cover",,2006,263066,0.407,0.739,9,-9.733,1,0.061,0.453,0.0,0.982,0.659,143.139,4
TRITJAQ128F426A108,Fight Fire With Fire,Metallica,https://p.scdn.co/mp3-preview/644f9b1d4509c92342f00007c34b3eeb39f86675?cid=774b29d4f13844c495f206cafdad9c86,0ugeMT5SbW6uWCNdRL1KrW,"metal, 80s, heavy_metal, thrash_metal",Metal,2009,284906,0.283,0.968,0,-12.162,1,0.0795,8.55e-05,0.768,0.0695,0.1,91.068,4
TRVJRZZ128F92F8967,I Scream,Down,https://p.scdn.co/mp3-preview/c93959aedf6844afa53decfbab47d3285abb0b0a?cid=774b29d4f13844c495f206cafdad9c86,0pGKTThMZp48ryeMX85s3G,"metal, heavy_metal, doom_metal",Electronic,2007,228346,0.231,0.974,6,-3.941,0,0.119,0.000153,0.00128,0.122,0.177,126.464,4
TRBACKL128F426A971,Guernican Perspectives,The Kilimanjaro Darkjazz Ensemble,https://p.scdn.co/mp3-preview/917f01173350cd2dc05b9152912854fba828e10d?cid=774b29d4f13844c495f206cafdad9c86,0xyRRddfqAGMhPR8Ia7Tzk,"jazz, dark_ambient",,2006,288000,0.41,0.264,7,-21.183,1,0.0523,0.344,0.924,0.0693,0.235,89.964,3
TRDAJEJ12903CF5C34,The Stain,The Haunted,https://p.scdn.co/mp3-preview/ee612c15e993b5797626e85e7f09c8ba765ffcf6?cid=774b29d4f13844c495f206cafdad9c86,0Qd8lMfEP46HLWVAbHBpMy,"metal, thrash_metal, melodic_death_metal",,2006,254213,0.268,0.937,1,-5.906,1,0.0585,8.57e-06,0.0364,0.074,0.0835,98.383,4
TRATDMP128F1461DB4,Love Hangover,Diana Ross,https://p.scdn.co/mp3-preview/969c4336c789b11e2867a329f94acaedbb7b161a?cid=774b29d4f13844c495f206cafdad9c86,01kdA9lgXipNxSL0Im9u5v,"soul, 70s, rnb",Pop,2009,226253,0.505,0.609,1,-10.591,1,0.041,0.147,0.0017,0.0504,0.83,112.753,4
TRFDVNQ128E07923CD,Natural Joe,Primus,https://p.scdn.co/mp3-preview/db8a213a2adabc394979fe868fe2e56ee42124c9?cid=774b29d4f13844c495f206cafdad9c86,1dCNfsOj6KgcXpKX3FIjSu,"rock, progressive_metal, funk, nu_metal",Rock,1999,252106,0.49,0.935,9,-5.136,1,0.21,0.00128,0.00457,0.301,0.606,81.66,4
TREXXMO128F425A7AD,Fatty Boo,Faithless,https://p.scdn.co/mp3-preview/25cc18e7f86c2bc846ff85dd88d2fa9bf745b461?cid=774b29d4f13844c495f206cafdad9c86,1wHiWfhABRQ3284YTc81sd,"electronic, reggae, trip_hop, lounge",,2005,358200,0.778,0.602,5,-6.998,0,0.199,0.417,1.41e-05,0.0658,0.69,148.768,4
TREQGAN128F4287977,Resentment,Beyoncé,https://p.scdn.co/mp3-preview/2b8b47a0ced7fd963c5bd17ab5aed26ab0bdaafd?cid=774b29d4f13844c495f206cafdad9c86,0kKF1DfDK62NNs2IzDwGoy,"female_vocalists, soul, rnb",,2007,280786,0.366,0.567,6,-5.414,1,0.0594,0.611,0.0,0.111,0.485,97.855,4
TREAMFQ128F42A0515,Deathbed,Combichrist,https://p.scdn.co/mp3-preview/f2a16dda545b667b04f3fecedef9a87786f52449?cid=774b29d4f13844c495f206cafdad9c86,14Q8BVp1xygK20r7zzoQ3Z,industrial,,2007,359226,0.448,0.949,0,-4.316,1,0.0735,0.00235,0.0,0.192,0.235,149.936,4
TRCTCJP128F1465960,Messages,Orchestral Manoeuvres in the Dark,https://p.scdn.co/mp3-preview/8522231f84ef82087b0e55fb0626d44f452292c0?cid=774b29d4f13844c495f206cafdad9c86,0ue48YoPlY7racAi0Oczv1,"80s, new_wave, synthpop",,2006,275520,0.518,0.671,7,-10.583,1,0.0428,1.76e-05,1.75e-05,0.0904,0.682,117.465,4
TRULNVE128F931B111,Edit,Regina Spektor,https://p.scdn.co/mp3-preview/f128e1502dd242189a91bc0bb9e705265fc2a158?cid=774b29d4f13844c495f206cafdad9c86,29VqW9LPmuoyiFHE4X1Ofp,"alternative, indie, pop, female_vocalists, folk, indie_rock, singer_songwriter, piano, indie_pop, 00s, russian, mellow",,2010,291200,0.807,0.486,7,-9.389,1,0.105,0.493,0.1,0.0956,0.205,157.004,4
TRPPEYG12903CC16C5,The Love Song,Marilyn Manson,https://p.scdn.co/mp3-preview/76ae8e52132894c27180ad936acb10b14069fba7?cid=774b29d4f13844c495f206cafdad9c86,10bdGUhUIjVnZ69mHI16PY,"rock, metal, alternative_rock, hard_rock, industrial, gothic_metal",,2000,196533,0.473,0.969,2,-4.627,1,0.174,6.5e-05,4.84e-06,0.878,0.248,140.361,4
TRGOTBN128F932859E,Wasting My Life,The Hippos,https://p.scdn.co/mp3-preview/601d64199756803cc8c0fafbc80216eba6cfe67a?cid=774b29d4f13844c495f206cafdad9c86,4E44NoX8rZrSo7XHo4hTwY,ska,,1999,159266,0.563,0.911,7,-3.138,1,0.127,0.146,0.0,0.179,0.621,137.918,4
TRYIKMC128F934BC1C,What A Horrible Night To Have A Curse,The Black Dahlia Murder,https://p.scdn.co/mp3-preview/4fdf87f9b01141ea5e8d64cea9b628a5a141b1f0?cid=774b29d4f13844c495f206cafdad9c86,0Y8l8AsqSgfcQuh3rnsQVq,"metal, death_metal, hardcore, metalcore, melodic_death_metal",Metal,2007,230693,0.5,0.995,9,-3.495,1,0.13,1.66e-05,0.000788,0.0975,0.0945,107.991,1
TRVDPXG128F421FC0A,Who Decides,Nevermore,https://p.scdn.co/mp3-preview/b14b3e6e5e0cee233aa8aee19f5a76dc2d5056bb?cid=774b29d4f13844c495f206cafdad9c86,5TQGQ5P8nQc7uwLbUHs5pG,"heavy_metal, thrash_metal, progressive_metal, power_metal",,2003,255466,0.213,0.845,1,-5.397,0,0.0395,0.00027,0.00238,0.131,0.297,81.576,5
TRAHZRQ128F146FA4B,Ambush,Sepultura,https://p.scdn.co/mp3-preview/fd7117121d445d47ce009898cff2094e63a8d170?cid=774b29d4f13844c495f206cafdad9c86,0jPLDCNOPHKjdwMIRRS9NR,"metal, death_metal, heavy_metal, thrash_metal, nu_metal",,1996,278373,0.293,0.958,2,-6.952,1,0.148,0.00252,0.0866,0.292,0.056,180.716,4
TRMVJYF12903D0C39C,Intro//A Cosmic Drama,Flying Lotus,https://p.scdn.co/mp3-preview/4f6855ecaf57d2d955e1445c1661d70fc155f526?cid=774b29d4f13844c495f206cafdad9c86,61z0V2sucJ90PkegVA0up3,"experimental, hip_hop, idm, chill",Electronic,2010,74760,0.218,0.554,9,-7.744,0,0.0324,0.292,0.0526,0.133,0.131,62.156,5
TRDAKFM128F428F279,DARE (Soulwax Remix),Gorillaz,https://p.scdn.co/mp3-preview/363581148f3539abfdb77f551e6cc2ba812fc5c0?cid=774b29d4f13844c495f206cafdad9c86,0vqTxBjw8qINJidCeOScGQ,"electronic, alternative, electro",,2006,348061,0.752,0.833,0,-6.869,1,0.0468,0.00102,0.239,0.0775,0.95,127.005,4
TRMGTWK128F4271E2C,Damn I Wish I Was Your Lover,Sophie B. Hawkins,https://p.scdn.co/mp3-preview/7018414211e839d1eedb17e54f3cba8c23053365?cid=774b29d4f13844c495f206cafdad9c86,01jQECv65OPZugMq5m2sVu,"pop, female_vocalists, singer_songwriter, 90s, love",,2009,323400,0.493,0.703,2,-10.374,1,0.0522,0.318,1.34e-05,0.298,0.398,95.053,4
TRABIBQ128F425A9E6,Find Me,Skanna,https://p.scdn.co/mp3-preview/ddaedb1d018592772117152a26b33dd7572b04b1?cid=774b29d4f13844c495f206cafdad9c86,0E2t5kOdQ4LrHtjEAEb169,drum_and_bass,Rock,2017,405593,0.682,0.962,10,-8.207,0,0.0749,0.00688,0.218,0.643,0.7,157.918,4
TRDVGHG128F934C401,What a Day,Faith No More,https://p.scdn.co/mp3-preview/56395b9ad61df16830c7339ab62778864c255e51?cid=774b29d4f13844c495f206cafdad9c86,1mdDWlpESDnWhrywlaNpJh,"rock, alternative, metal, alternative_rock, heavy_metal",,2011,158906,0.487,0.932,11,-7.629,1,0.057,0.00464,0.00876,0.0971,0.784,162.147,4
TRMFMYV128F4237722,Who Cares?,Gnarls Barkley,https://p.scdn.co/mp3-preview/dc0d4038d10b28fd4828afa255af6f7dd338aa25?cid=774b29d4f13844c495f206cafdad9c86,38SLXtdFC7NUA2mmZnAc5a,"alternative, soul, hip_hop, funk, american, 00s",Jazz,2006,147879,0.701,0.867,10,-5.747,0,0.146,0.119,1.58e-05,0.371,0.906,163.967,4
TRPZRIJ128F92EDC76,Spare Me From The Mold,Gossip,https://p.scdn.co/mp3-preview/8a602a066af2fb286e389c2abdf5ba89cb5e8737?cid=774b29d4f13844c495f206cafdad9c86,0H1A6QKdfr2IWcU4GncgUs,"indie_rock, post_punk",Rock,2009,147773,0.689,0.88,9,-3.013,0,0.0352,3.66e-05,0.0482,0.138,0.961,114.938,4
TRSCLRS128F9300AD5,I'm Mad,The Dead Weather,https://p.scdn.co/mp3-preview/6bea0d00ebccaa10ca2e53206e260fb4a184fc12?cid=774b29d4f13844c495f206cafdad9c86,2YQIf0vuwJiPjhbSQgBsel,"alternative_rock, psychedelic",,2010,196226,0.435,0.867,5,-2.207,1,0.0937,0.00248,0.65,0.171,0.327,117.678,4
TRIIARI128E078D476,Good Fortune,PJ Harvey,https://p.scdn.co/mp3-preview/704244d28c8042611af997a204afcc478b24f0c0?cid=774b29d4f13844c495f206cafdad9c86,1G1YJPV7THViQfOM9Gug7R,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock, singer_songwriter, british, 00s",,2000,200200,0.552,0.669,7,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,4
TRFAUYE128F934C68A,We Are Horrible People,Cattle Decapitation,https://p.scdn.co/mp3-preview/8574671ade8ab0fb5831b9cdda04ba7c8f1b3a6a?cid=774b29d4f13844c495f206cafdad9c86,2mpIGmxkx323D2VUaK2FF6,"death_metal, grindcore",,2009,236040,0.217,0.993,4,-3.149,1,0.208,0.000308,0.791,0.23,0.0477,148.196,4
TRUIWAZ128F93137DF,Time Between,The Byrds,https://p.scdn.co/mp3-preview/1e7c5c0940b5071070ce7816b955d0eb5ece42c2?cid=774b29d4f13844c495f206cafdad9c86,0UXrZJrGlaCLqtd2rB8obZ,"rock, classic_rock, psychedelic, 60s, country",,2003,112853,0.6,0.517,4,-10.031,1,0.0283,0.601,0.0,0.267,0.813,105.489,4
TRMKFLG128F934C115,Exalt,Whitechapel,https://p.scdn.co/mp3-preview/b210fbe93bb40fc183005ea65f7c56d3849fbd87?cid=774b29d4f13844c495f206cafdad9c86,26uB8Jp2campzQvqEFeRaP,death_metal,,2008,185600,0.335,0.993,1,-4.494,0,0.211,0.000228,0.0111,0.586,0.102,106.958,4
TRFQUGU128F42B0A6E,24 Hours,The Sounds,https://p.scdn.co/mp3-preview/f66b1bb84a07e69cf8cb9a0e837d801cc1c8d975?cid=774b29d4f13844c495f206cafdad9c86,1Fpi6DTUhLE7YZX9xXd1wV,"rock, female_vocalists, indie_rock, punk_rock, new_wave, indie_pop, swedish",,2006,162199,0.526,0.842,2,-3.264,1,0.0456,0.000669,0.00289,0.349,0.719,140.979,4
TRLUXGS128F42931E5,Duncan,Paul Simon,https://p.scdn.co/mp3-preview/029870295b4de70fbe818c8785ac69736c04a583?cid=774b29d4f13844c495f206cafdad9c86,01iN61et1p5JbiJ0NWGuql,"rock, folk, acoustic, 70s",,2007,269573,0.398,0.402,4,-13.485,0,0.0346,0.744,1.17e-05,0.351,0.469,94.358,4
TRRXRFG128F930F83E,Keep The Light On,Jerry Cantrell,https://p.scdn.co/mp3-preview/6225b714fc35428418e62f8169770618dff17690?cid=774b29d4f13844c495f206cafdad9c86,1QOIYc2ubVxi3OR3aWFJtd,grunge,,1998,289093,0.409,0.837,11,-6.237,1,0.0505,0.141,0.0374,0.35,0.649,123.575,4
TRPVCRJ12903CCC3DB,Waves Breaking,Muffler,https://p.scdn.co/mp3-preview/4dd2d62f38a76c3af60454ca5eda1e310908e1ab?cid=774b29d4f13844c495f206cafdad9c86,0zHYTE574avm7zrKrZ722L,drum_and_bass,,2015,310746,0.499,0.78,6,-5.881,0,0.0329,0.000539,0.426,0.375,0.0512,175.055,4
TROINVT128F429B003,The Revolution Will Not Be Televised,Gil Scott-Heron,https://p.scdn.co/mp3-preview/457d146b9bd29b53fed96a5ffabfffb018ca4aa6?cid=774b29d4f13844c495f206cafdad9c86,0Sp0NTBv6CWSL2spvXPUj7,"jazz, soul, funk, 70s",,2013,185600,0.684,0.679,11,-9.749,0,0.191,0.861,0.0,0.118,0.965,89.168,4
TRQNSUX12903CB2CD1,Grizelda,Yeasayer,https://p.scdn.co/mp3-preview/1bb87b93cb467d4fa5e0b31ec09da7ed24b130ca?cid=774b29d4f13844c495f206cafdad9c86,1UxvrTtoZsNpRYW4qAcgvA,"experimental, folk, indie_rock, american, mellow",,2014,160546,0.445,0.635,11,-7.437,1,0.037,0.193,0.389,0.108,0.306,132.011,4
TRPNSSO128F14AEB51,Cigarettes And Chocolate Milk,Rufus Wainwright,https://p.scdn.co/mp3-preview/8fffe71f1381a8a48104edf55a091ebae7ba466a?cid=774b29d4f13844c495f206cafdad9c86,16emYVPNkLWywltNwWsyHn,"indie, folk, singer_songwriter, piano, male_vocalists, love, beautiful, mellow",,2008,253506,0.568,0.313,11,-10.511,0,0.0289,0.649,0.0,0.166,0.123,99.992,4
TRGYZDX128F429C961,Shades Of Grey,Symphony X,https://p.scdn.co/mp3-preview/71ac04ec520fb7f4e647927e8f4c3d1476fb98e9?cid=774b29d4f13844c495f206cafdad9c86,0lA16YNAbo7I9Hn6vvMOjN,"progressive_metal, symphonic_metal",,1994,341466,0.54,0.499,9,-11.348,1,0.0292,0.133,0.0,0.252,0.295,115.883,4
TRKMEGQ128F4284795,We Are The Nightmare,Arsis,https://p.scdn.co/mp3-preview/8f480643fe4027852e5c89130d6c4ef92d835abc?cid=774b29d4f13844c495f206cafdad9c86,08uhtFJa4H4GQH3D56pq0u,"death_metal, melodic_death_metal",Metal,2014,243133,0.614,0.98,9,-4.533,0,0.136,5.27e-05,0.00109,0.0556,0.15,125.004,4
TRDEBCC128F9335790,Spider and the Fly,London After Midnight,https://p.scdn.co/mp3-preview/67dd8409dc51a780d184f47304f457ac3989161d?cid=774b29d4f13844c495f206cafdad9c86,54rZiCq2jCgdiuTHc8273s,"industrial, gothic",,2005,332680,0.516,0.92,1,-6.316,0,0.0388,9.83e-05,0.00193,0.342,0.276,114.985,4
TRWCKSU128F42397F0,The Worlds In Me,Heaven Shall Burn,https://p.scdn.co/mp3-preview/1329e257373cd68adf28685a5c3ef82f2a735b5a?cid=774b29d4f13844c495f206cafdad9c86,2ZwfortoasLnG79jmIrGtL,"death_metal, metalcore, melodic_death_metal",Metal,2002,260826,0.19,0.997,7,-3.055,1,0.0964,4.7e-06,0.0,0.365,0.03,86.086,4
TRFVRRO128F426294C,Heartless,Kanye West,https://p.scdn.co/mp3-preview/80c2898cc15b0f8983d0763b4f68fece6aa151b2?cid=774b29d4f13844c495f206cafdad9c86,0GLBW9ihaIGGtj5MCqHqOe,"pop, rap, hip_hop, rnb, 00s",,2009,208493,0.729,0.752,6,-4.457,1,0.131,0.118,0.0,0.215,0.689,87.904,4
TRUIYIP12903CE6B4C,The Landing,Enigma,https://p.scdn.co/mp3-preview/6ae57f39492b8f9b174d400de7b6e2d3df694dd6?cid=774b29d4f13844c495f206cafdad9c86,09P46UbHjsA4VJdO5v7RBH,"ambient, chillout, new_age",,2001,65866,0.136,0.266,1,-24.853,0,0.0607,0.803,0.82,0.179,0.0342,142.353,4
TRAKALC128F932BEB5,Meeting Place,The Last Shadow Puppets,https://p.scdn.co/mp3-preview/35f508ecdfb0ee0a52bbcf5956c213c7ae8db42b?cid=774b29d4f13844c495f206cafdad9c86,0mI0EAIv5bqVyLYYvMZtqk,"alternative, indie, indie_rock, british",,2008,235960,0.277,0.623,9,-8.348,0,0.039,0.033,0.000149,0.256,0.316,157.071,4
TRBMWVA128F92FEA9E,"On a Neck, On a Spit",Grizzly Bear,https://p.scdn.co/mp3-preview/a7e725467b79f286e428f03d147e58f65a10c03a?cid=774b29d4f13844c495f206cafdad9c86,18wtixhJzC2Shhk1A3F8eB,"indie, experimental, folk, acoustic, psychedelic, american, beautiful, 00s",Rock,2006,346853,0.261,0.442,2,-8.207,1,0.0321,0.222,0.102,0.221,0.17,93.443,3
TRTKUZX12903CB2878,Zambra,Ojos de Brujo,https://p.scdn.co/mp3-preview/5a2a7b605d99d398ee7afe5ce88d6126625ba88d?cid=774b29d4f13844c495f206cafdad9c86,22rqvPqC4lM2ru3gYD9ul7,,,2002,406453,0.575,0.839,9,-6.695,1,0.0504,0.402,0.00145,0.116,0.722,125.464,4
TRTETXG128F146DE55,Mothership Reconnection (Feat Parliament/Funkadelic) (Daft Punk Remix),Scott Grooves,https://p.scdn.co/mp3-preview/013581ae99db34be78756127e747e4d25ccf2120?cid=774b29d4f13844c495f206cafdad9c86,1URX1ejpQ1LaneBMsSEyiD,"electronic, funk, house, french, guitar",,2006,240533,0.85,0.817,1,-5.388,1,0.382,0.0924,0.296,0.0717,0.797,126.102,4
TRXCDWV12903D06EC6,Bohemian Forest,Pantha du Prince,https://p.scdn.co/mp3-preview/f8bac5bc5c9fe5a7d3eecabf90d08de163c8ad33?cid=774b29d4f13844c495f206cafdad9c86,5O0sviXoFcckLITLGCRvKk,"electronic, instrumental, dance, german, trip_hop, techno, downtempo",Electronic,2010,444053,0.742,0.719,10,-11.542,0,0.0433,0.00105,0.903,0.548,0.317,126.009,4
TRZMUME128F92F6CF6,Cyber Sex,Doja Cat,https://p.scdn.co/mp3-preview/99c938da201f99ee95bd4e5304d6aa00ca5cd7c9?cid=774b29d4f13844c495f206cafdad9c86,1ghvzmzpx2nnrbx7wtpMgo,"pop, hip_hop, rnb",,2019,165733,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,4
TRYHSPE128EF347C9B,Oh What A Night,The Dells,https://p.scdn.co/mp3-preview/3a44008a657829d66c81b614c1b64bcec3f6db29?cid=774b29d4f13844c495f206cafdad9c86,00EslWMyKhFhrMXvU11t7S,"soul, 60s, oldies",,2010,337000,0.491,0.4,8,-15.793,1,0.155,0.328,0.0,0.851,0.505,126.791,3
TRABAIO128F42938F9,Baby Come To Me,George Howard,https://p.scdn.co/mp3-preview/6549cb385884efb26d271963bfe18fef429836b6?cid=774b29d4f13844c495f206cafdad9c86,068rkblcZo8uCOkx9p8Zgr,,,2004,394666,0.448,0.553,8,-8.922,1,0.0478,0.566,0.077,0.0607,0.676,84.1,4
TRADWVW12903CF4303,You Shouldn't Be Alive,Ion Dissonance,https://p.scdn.co/mp3-preview/c312f5d2ac0eafe1cc2dae4a2be00e609f91b14f?cid=774b29d4f13844c495f206cafdad9c86,2jrd4RgQ4XBJP30Hx8szSl,"noise, grindcore, avant_garde",,2007,137693,0.581,0.94,6,-5.254,0,0.0591,2e-05,0.823,0.0877,0.247,109.999,3
TRNUBCB128F92F115D,Withdrawal,Amethystium,https://p.scdn.co/mp3-preview/ee77b9c12179928ded1e3cb557200974fae8c92f?cid=774b29d4f13844c495f206cafdad9c86,5dTQCJ2yU10PI58LBLgxXb,"ambient, new_age",Rock,2003,223106,0.455,0.394,10,-13.298,0,0.0299,0.924,0.942,0.103,0.0376,79.98,4
TRRUBCD128F1484D41,Big Big World,Emilia,https://p.scdn.co/mp3-preview/8ab66e0662e3a6f5a72a70c2666889b241cd2531?cid=774b29d4f13844c495f206cafdad9c86,005gaSYeicUsHmpPtYwTwE,"pop, female_vocalists, 90s",,2013,203400,0.571,0.466,0,-9.829,1,0.0278,0.509,1.35e-05,0.384,0.308,87.973,4
TRZSXMG128F4277E8E,Without Regret,Akissforjersey,https://p.scdn.co/mp3-preview/44b3f817f373fdc396264bf2dc51539995f8b520?cid=774b29d4f13844c495f206cafdad9c86,7zhZPysq0BPg6HKuyTNslh,"post_hardcore, screamo",Rock,2008,200426,0.205,0.956,4,-5.856,1,0.111,0.000174,0.00127,0.31,0.494,86.144,4
TRBGHDW128F426F8A1,Don't Fake This,Chevelle,https://p.scdn.co/mp3-preview/5446e6f3bd53121e7bff4fe9b14bafdd88523beb?cid=774b29d4f13844c495f206cafdad9c86,0yJtjz0QlFZpAmJlywqEOy,"rock, alternative_rock, hard_rock, nu_metal",Rock,2002,219066,0.498,0.902,1,-3.748,1,0.0492,0.00133,0.00653,0.0426,0.38,100.051,4
TRRVEDZ12903CF526B,Nucleus,The Alan Parsons Project,https://p.scdn.co/mp3-preview/5e551572744485a896891ec979d779c22ecc8645?cid=774b29d4f13844c495f206cafdad9c86,02lRPzwAHMc1qfeTB3RRoG,"rock, progressive_rock, psychedelic_rock",,1977,202426,0.194,0.743,9,-13.693,1,0.106,0.49,0.985,0.438,0.0326,124.686,4
TRDYEPE12903CF47F4,Full Moon Madness,Moonspell,https://p.scdn.co/mp3-preview/997d485ff2a542b59ca8d1f617d872c64ade6548?cid=774b29d4f13844c495f206cafdad9c86,01Yo7k6SXRzWreySS0J8ku,"black_metal, doom_metal, gothic_metal, gothic",Metal,2007,407213,0.475,0.772,4,-8.749,0,0.0397,0.00106,0.117,0.408,0.287,111.181,4
TRHTLCM128E0783A19,The Dope Show,Marilyn Manson,https://p.scdn.co/mp3-preview/edc49768d3b23eb8fccdcaa469afd43f30b462cd?cid=774b29d4f13844c495f206cafdad9c86,0yKNj4dvKXcnTi1szNFfO8,"rock, alternative, metal, alternative_rock, industrial, 90s",,2004,220933,0.563,0.725,2,-6.311,0,0.0406,8.98e-06,0.00076,0.291,0.358,134.954,4
TRCVEAS128F92C1D97,What If You,Joshua Radin,https://p.scdn.co/mp3-preview/b0e767ce09a081d5b897c08c47bddbfa8ae4140a?cid=774b29d4f13844c495f206cafdad9c86,0B4eVhyurI7D8kqCnDOioF,"folk, singer_songwriter, acoustic, love, beautiful, guitar, mellow",Folk,2006,273653,0.35,0.184,1,-16.368,1,0.0291,0.528,0.000941,0.117,0.277,86.211,4
TRGCXUD128F42695D2,Immortal Love,To/Die/For,https://p.scdn.co/mp3-preview/04f99001cb00bada95dfaa5690afaaf6a5d35ad5?cid=774b29d4f13844c495f206cafdad9c86,2M6GOQucoAbOaaCEih1O4M,"gothic_metal, symphonic_metal",Metal,2001,227466,0.365,0.954,1,-3.261,0,0.066,0.00277,4.43e-05,0.257,0.657,147.142,4
TRJRHVF128F427C237,I Will See You Soon Again (A Billy Graham Music Homecoming - Volume 2 Version),Evie Karlsson,https://p.scdn.co/mp3-preview/fed4ac5e1e341c098ac9e1e8aa4e2a83a52e9d71?cid=774b29d4f13844c495f206cafdad9c86,4aBScssGMf759s5Qv8cBMv,,,2001,217013,0.309,0.0989,5,-17.077,1,0.0493,0.924,0.0,0.205,0.114,76.909,3
TRAALFH128F4232CFE,Stiff Upper Lip,AC/DC,https://p.scdn.co/mp3-preview/f50835764085f056d556a5524ee6ebfc731b1a9f?cid=774b29d4f13844c495f206cafdad9c86,0LGzplkhTM8JpT6Skrgl4Q,"rock, classic_rock, hard_rock, 00s, blues_rock",,1975,214560,0.588,0.855,7,-4.205,1,0.0331,0.0345,0.00786,0.16,0.698,123.69,4
TRUUSOV12903CC6F61,Sysiphos,D.I.M.,https://p.scdn.co/mp3-preview/1c96768530266e817f6263eef59d4b9ff51732de?cid=774b29d4f13844c495f206cafdad9c86,0jRnEjMWk0YNjnYsNFy5ZB,"german, house, techno, electro",Rock,2009,388885,0.86,0.705,0,-7.307,1,0.0684,0.061,0.931,0.0733,0.476,125.01,4
TRDAYZT128F4284EEB,Jane Doe,Converge,https://p.scdn.co/mp3-preview/a3682fd0a181515ab81429b834fc7299d1f91b55?cid=774b29d4f13844c495f206cafdad9c86,2OGruWToo29LsCi19BYv8G,"hardcore, metalcore",RnB,2001,693973,0.183,0.914,5,-3.757,1,0.081,3.42e-06,0.919,0.0898,0.144,129.207,3
TRAMNHQ128F4245BCD,If You Need Me,The Rolling Stones,https://p.scdn.co/mp3-preview/978b716ace06a5e74461d0199747d0794dd74c9f?cid=774b29d4f13844c495f206cafdad9c86,1b0x8lJbDxLlUM8Kuvkj0X,"rock, classic_rock, blues, 60s, oldies, cover, blues_rock",,1964,124253,0.519,0.542,7,-10.501,1,0.0256,0.457,0.000157,0.13,0.672,98.572,3
TRCKKEO128F42269F9,When Under Ether,PJ Harvey,https://p.scdn.co/mp3-preview/aed546eaec22c72356250267a9ed14ac950ecaa8?cid=774b29d4f13844c495f206cafdad9c86,08Xoi8pwsEaXZvHUdAE8HQ,"alternative, female_vocalists, singer_songwriter, british, piano",,2007,143506,0.318,0.454,5,-13.952,0,0.0513,0.882,0.0241,0.102,0.11,204.991,4
TRGJCMY12903CD5A5E,Endless Rain,How to Dress Well,https://p.scdn.co/mp3-preview/0a4baaaaca84c8b80c08744a2b7f5bbb9dc86e03?cid=774b29d4f13844c495f206cafdad9c86,01yfnG8kAvPOaKVyA75Vsj,"alternative, ambient, psychedelic, piano, downtempo",,2010,152626,0.502,0.423,11,-13.641,0,0.0294,0.891,0.177,0.255,0.248,93.599,4
TRBTIFY12903CAB63C,Each Coming Night,Iron & Wine,https://p.scdn.co/mp3-preview/0b4215efc06bee99bdc40aa777775216982a8f29?cid=774b29d4f13844c495f206cafdad9c86,0mh7eTsBmQj29bkgpQKoPj,"indie, folk, singer_songwriter, chillout, acoustic, love, beautiful, mellow, chill",Folk,2004,207720,0.361,0.23,2,-15.517,1,0.0359,0.835,0.517,0.111,0.415,163.354,3
